,Real Name,Py Name,Subscripts,Units,Limits,Type,Subtype,Comment,Model,Equation,isEquation,Interest
4725,total coal production capacity EJ,total_coal_production_capacity_ej,['COAL TYPES I'],EJ/Year,"(nan, nan)",Auxiliary,Normal,Total Production capacity in EJ/year separated into HARD COAL and BROWN COAL,,,,False
4726,total coal remaining resources,total_coal_remaining_resources,,EJ,"(nan, nan)",Auxiliary,Normal,Remaining coal resources. Sum of coal in resources. Hard and Brown coal.,,,,False
4727,total coal reserves,total_coal_reserves,['COAL TYPES I'],EJ,"(nan, nan)",Auxiliary,Normal,Sum of coal in reserves. Hard and Brown coal.,,,,False
4728,total cumulative C emissions,total_cumulative_c_emissions,['REGIONS 9 I'],Gt,"(nan, nan)",Auxiliary,Normal,Total cumulative C emissions.,,,,False
4729,total cumulative CO2 emissions,total_cumulative_co2_emissions,['REGIONS 9 I'],Gt,"(nan, nan)",Stateful,Integ,Total cumulative CO2 emissions.,,,,False
4730,total cumulative coal extracted,total_cumulative_coal_extracted,,EJ,"(nan, nan)",Auxiliary,Normal,total cumulative of coal extracted (brown + hard).,,,,False
4731,total cumulative demand materials to extract from 2015,total_cumulative_demand_materials_to_extract_from_2015,['MATERIALS I'],Mt,"(nan, nan)",Auxiliary,Normal,Total cumulative demand materials to extract in mines.,,,,False
4732,total demand blue water by region,total_demand_blue_water_by_region,['REGIONS 35 I'],hm3,"(nan, nan)",Auxiliary,Normal,total_demand_blue_water_by_region,,,,False
4733,total demand domestic produced goods real,total_demand_domestic_produced_goods_real,"['REGIONS 35 I', 'SECTORS I']",Mdollars 2015/Year,"(nan, nan)",Auxiliary,Normal,Total demand including exports of intermediate goods in real terms.,,,,False
4734,total demand mineral,total_demand_mineral,"['REGIONS 9 I', 'MATERIALS I']",Mt/Year,"(nan, nan)",Auxiliary,Normal,Total demand of mineral,,,,False
4735,total electrified vehicles batteries power required,total_electrified_vehicles_batteries_power_required,['REGIONS 35 I'],TW,"(nan, nan)",Auxiliary,Normal,Total power required for electrified vehicles (EV + hybrid).,,,,False
4736,total energy capacities investment cost,total_energy_capacities_investment_cost,['REGIONS 9 I'],Mdollars 2015/Year,"(nan, nan)",Auxiliary,Normal,"Total investment cost of new energy capacities for PROTRAs, electrolysers for H2 and synthetic fuels, and PROFLEX.",,,,False
4737,total energy capacities investment costs vs GDP,total_energy_capacities_investment_costs_vs_gdp,['REGIONS 9 I'],1,"(nan, nan)",Auxiliary,Normal,,,,,False
4738,total energy consumption passenger transport,total_energy_consumption_passenger_transport,['NRG FE I'],EJ,"(nan, nan)",Auxiliary,Normal,Total energy passengers transport consumption by type of final energy in EJ.,,,,False
4739,total energy consumption passengers transport 1S,total_energy_consumption_passengers_transport_1s,,EJ,"(nan, nan)",Auxiliary,Normal,Total energy passengers transport consumption of final energy in EJ.,,,,False
4740,total exports real by product,total_exports_real_by_product,"['REGIONS 35 I', 'SECTORS I']",Mdollars 2015/Year,"(nan, nan)",Auxiliary,Normal,Total exports in real terms by product,,,,False
4741,total final demand domestic produced goods basic prices real,total_final_demand_domestic_produced_goods_basic_prices_real,"['REGIONS 35 I', 'SECTORS I']",Mdollars 2015/Year,"(nan, nan)",Auxiliary,Normal,Total final demand of domestic produced goods in basic prices and real terms.,,,,False
4742,total final energy demand by FE,total_final_energy_demand_by_fe,"['REGIONS 9 I', 'NRG FE I']",TJ/Year,"(nan, nan)",Auxiliary,Normal,,,,,False
4743,total final energy demand by sector,total_final_energy_demand_by_sector,"['REGIONS 35 I', 'SECTORS NON ENERGY I']",TJ/Year,"(nan, nan)",Auxiliary,Normal,Final energy demand by sector estimated with a top-down approach,,,,False
4744,total final energy intensities 1R 1S,total_final_energy_intensities_1r_1s,,TJ/million$,"(nan, nan)",Auxiliary,Normal,Final energy intensities estimated with a top-down approach,,,,False
4745,total final energy intensities by sector,total_final_energy_intensities_by_sector,"['REGIONS 35 I', 'SECTORS NON ENERGY I']",TJ/million$,"(nan, nan)",Auxiliary,Normal,Final energy intensities by sector estimated with a top-down approach,,,,False
4746,total financial assets by houshold group,total_financial_assets_by_houshold_group,"['REGIONS 35 I', 'HOUSEHOLDS I']",Mdollars,"(nan, nan)",Auxiliary,Normal,Total finacial assets by type of household,,,,False
4747,total financial assets households paying taxes finance basic income,total_financial_assets_households_paying_taxes_finance_basic_income,['REGIONS 35 I'],Mdollars,"(nan, nan)",Auxiliary,Normal,Total finacial assets,,,,False
4748,total flow materials to extract,total_flow_materials_to_extract,['MATERIALS I'],Mt/Year,"(nan, nan)",Auxiliary,Normal,"Total flow of materials to extract from mines over time, i.e., the addition of the demand estimated through top-down and bottom-up methods.",,,,False
4749,total forest area,total_forest_area,['REGIONS 9 I'],km2,"(nan, nan)",Auxiliary,Normal,total forest area,,,,False
4750,total gas extracted,total_gas_extracted,,EJ/Year,"(nan, nan)",Auxiliary,Normal,Flow to track the stock of cummulative gas extraction,,,,False
4751,total global materials required BU techs,total_global_materials_required_bu_techs,['MATERIALS I'],Mt/Year,"(nan, nan)",Auxiliary,Normal,Total materials required estimated through the bottom-up (BU) method for specific technologies.,,,,False
4752,total hazards capital stock damage function,total_hazards_capital_stock_damage_function,"['CLIMATE CHANGE IMPACT UNCERTAINTY SCENARIOS I', 'REGIONS 35 I', 'SECTORS I']",DMNL,"(nan, nan)",Auxiliary,Normal,"IF_THEN_ELSE(SUM(capital stock damage function[CLIMATE HAZARDS I!,CLIMATE CHANGE IMPACT UNCERTAINTY SCENARIOS I,REGIONS 35 I ,SECTORS I])>1, 1, SUM(capital stock damage function[CLIMATE HAZARDS I!,CLIMATE CHANGE IMPACT UNCERTAINTY SCENARIOS I,REGIONS 35 I ,SECTORS I]))",,,,False
4753,total households consumption COICOP,total_households_consumption_coicop,"['REGIONS 35 I', 'HOUSEHOLDS I']",dollars/(Year*households),"(nan, nan)",Auxiliary,Normal,Households consumption by household type.,,,,False
4754,total households consumption purchaser prices,total_households_consumption_purchaser_prices,"['REGIONS 35 I', 'SECTORS I']",Mdollars/Year,"(nan, nan)",Auxiliary,Normal,Households consumption in purchaser prices and nominal terms.,,,,False
4755,total households consumption transport energy top down,total_households_consumption_transport_energy_top_down,"['REGIONS 35 I', 'HOUSEHOLDS I']",dollars/(Year*households),"(nan, nan)",Auxiliary,Normal,Total households consumption in transportation and energy,,,,False
4756,total imports real by product,total_imports_real_by_product,"['REGIONS 35 I', 'SECTORS I']",Mdollars 2015/Year,"(nan, nan)",Auxiliary,Normal,Total imports in real terms by product,,,,False
4757,total intermediate exports real,total_intermediate_exports_real,"['REGIONS 35 I', 'SECTORS I']",Mdollars 2015/Year,"(nan, nan)",Auxiliary,Normal,Total intermediate exports in real terms.,,,,False
4758,total intermediate imports real,total_intermediate_imports_real,"['REGIONS 35 MAP I', 'SECTORS MAP I']",Mdollars 2015/Year,"(nan, nan)",Auxiliary,Normal,Total intermediate imports in real terms.,,,,False
4759,total land use PROTRA,total_land_use_protra,['REGIONS 9 I'],km2,"(nan, nan)",Auxiliary,Normal,Total direct land-use for PROTRA.,,,,False
4760,total length grid to EV chargers,total_length_grid_to_ev_chargers,['REGIONS 35 I'],km,"(nan, nan)",Auxiliary,Normal,Total km of electric grid to connect the EV chargers,,,,False
4761,total local material intensity PV,total_local_material_intensity_pv,"['PROTRA PP SOLAR PV I', 'PROTRA PP SOLAR PV SUBTECHNOLOGIES I']",kg/MW,"(nan, nan)",Auxiliary,Normal,"Total local materials which we assume that do not travel: cement, gravel and site preparation requirements per MW of a photovoltaic system",,,,False
4762,total material intensity PV by technology,total_material_intensity_pv_by_technology,"['MATERIALS I', 'PROTRA PP SOLAR PV I', 'PROTRA PP SOLAR PV SUBTECHNOLOGIES I']",kg/MW,"(nan, nan)",Auxiliary,Normal,Total mineral requirements per MW of a photovoltaic system per type of panel and per type of location (urban vs open-space).,,,,False
4763,total material transported PV,total_material_transported_pv,"['PROTRA PP SOLAR PV I', 'PROTRA PP SOLAR PV SUBTECHNOLOGIES I']",kg/MW,"(nan, nan)",Auxiliary,Normal,"Total mineral requirements per MW of a photovoltaic system without taking account those that we assume that do not travel (cement, gravel and site preparation).",,,,False
4764,total materials required BU techs,total_materials_required_bu_techs,"['REGIONS 9 I', 'MATERIALS I']",Mt/Year,"(nan, nan)",Auxiliary,Normal,Total materials required estimated through the bottom-up (BU) method for specific technologies.,,,,False
4765,total materials required for new EV chargers and grids,total_materials_required_for_new_ev_chargers_and_grids,['REGIONS 35 I'],Mt/Year,"(nan, nan)",Auxiliary,Normal,weight of materials required for the infrastructure of EV,,,,False
4766,total materials required for new EV chargers and grids without cement,total_materials_required_for_new_ev_chargers_and_grids_without_cement,['REGIONS 35 I'],Mt/Year,"(nan, nan)",Auxiliary,Normal,weight of materials required for the infrastructure of electric vehicles without taking account cement,,,,False
4767,total materials to extract BU techs,total_materials_to_extract_bu_techs,"['REGIONS 9 I', 'MATERIALS I']",Mt/Year,"(nan, nan)",Auxiliary,Normal,Total materials to extract through bottom-up (BU) estimation for specific technologies.,,,,False
4768,total materials to extract for electric transport,total_materials_to_extract_for_electric_transport,"['REGIONS 35 I', 'MATERIALS I']",Mt/Year,"(nan, nan)",Auxiliary,Normal,"Total extracted materials to electrify the transport (including EV batteries and chargers, additional Cu and grids to chargers and railway catenary)",,,,False
4769,total materials to extract for electric transport 9R,total_materials_to_extract_for_electric_transport_9r,"['REGIONS 9 I', 'MATERIALS I']",Mt/Year,"(nan, nan)",Auxiliary,Normal,,,,,False
4770,total materials to extract for new EV batteries,total_materials_to_extract_for_new_ev_batteries,"['REGIONS 35 I', 'MATERIALS I', 'EV BATTERIES I']",Mt/Year,"(nan, nan)",Auxiliary,Normal,Annual materials to be mined for the construction of EV batteries.,,,,False
4771,total materials to extract for new EV batteries from 2015,total_materials_to_extract_for_new_ev_batteries_from_2015,"['REGIONS 35 I', 'MATERIALS I', 'EV BATTERIES I']",Mt/Year,"(nan, nan)",Auxiliary,Normal,Annual materials to be mined for EV batteries from 2015.,,,,False
4772,total mineral mined,total_mineral_mined,['MATERIALS I'],Mt/Year,"(nan, nan)",Auxiliary,Normal,Total mineral mined (AT+RE),,,,False
4773,total mineral supply,total_mineral_supply,"['REGIONS 9 I', 'MATERIALS I']",Mt/Year,"(nan, nan)",Auxiliary,Normal,Total mineral supply (AT+RE),,,,False
4774,total new number EV vehicles,total_new_number_ev_vehicles,"['REGIONS 35 I', 'TRANSPORT POWER TRAIN I', 'BATTERY VEHICLES I']",vehicles,"(nan, nan)","Auxiliary, Constant",Normal,New number of EV vehicles,,,,False
4775,total number EV vehicles,total_number_ev_vehicles,"['REGIONS 35 I', 'TRANSPORT POWER TRAIN I', 'BATTERY VEHICLES I']",vehicles,"(nan, nan)","Auxiliary, Constant",Normal,number of EV vehicles,,,,False
4776,total number electrified vehicles,total_number_electrified_vehicles,"['REGIONS 35 I', 'TRANSPORT POWER TRAIN I', 'TRANSPORT MODE I']",vehicles,"(nan, nan)","Auxiliary, Constant",Normal,number_of_electrified_vehicles,,,,False
4777,total number trains,total_number_trains,['REGIONS 35 I'],locomotives,"(nan, nan)",Auxiliary,Normal,Total number of locomotives,,,,False
4778,total oil extracted,total_oil_extracted,,bbl/Year,"(nan, nan)",Auxiliary,Normal,Flow to track the stock of cummulative oil extraction.,,,,False
4779,total passenger transport GHG emissions,total_passenger_transport_ghg_emissions,"['REGIONS 35 I', 'GHG I']",Mt/Year,"(nan, nan)",Auxiliary,Normal,,,,,False
4780,total passenger transport cumulated GHG emissions,total_passenger_transport_cumulated_ghg_emissions,"['REGIONS 35 I', 'GHG I']",,"(nan, nan)",Stateful,Integ,,,,,False
4781,total passenger transport demand,total_passenger_transport_demand,['REGIONS 35 I'],km*person,"(nan, nan)",Auxiliary,Normal,Transport demand by region.,,,,False
4782,total passenger transport demand by region,total_passenger_transport_demand_by_region,['REGIONS 35 I'],km*person,"(nan, nan)",Auxiliary,Normal,,,,,False
4783,total passenger transport demand by region and type of household,total_passenger_transport_demand_by_region_and_type_of_household,"['REGIONS 35 I', 'HOUSEHOLDS I']",km*person,"(nan, nan)",Auxiliary,Normal,"total transport demand comes from standalone part if SWITCH HH TRANSPORT DISAGREGATED=0, if SWITCH ENERGY=0 o SWITCH ECO HH TRANSPORT ENERGY BOTTOM UP=0 then transport demand comes from EXO transport demand variable in other case the transport demand comes from the economy transport demand variable.",,,,False
4784,total passenger transport energy consumption by region,total_passenger_transport_energy_consumption_by_region,['REGIONS 35 I'],MJ,"(nan, nan)",Auxiliary,Normal,Energy consumption by the passenger transport by region.,,,,False
4785,total passengers transport modes,total_passengers_transport_modes,"['REGIONS 35 I', 'PASSENGERS TRANSPORT MODE I']",person,"(nan, nan)",Auxiliary,Normal,,,,,False
4786,total population,total_population,,person,"(nan, nan)",Auxiliary,Normal,Total world population.,,,,True
4787,total population over 15,total_population_over_15,['REGIONS 35 I'],people,"(nan, nan)",Auxiliary,Normal,Population in working age (15 years old and older) by region.,,,,False
4788,total private passenger vehicle fleet,total_private_passenger_vehicle_fleet,"['REGIONS 35 I', 'TRANSPORT POWER TRAIN I', 'PRIVATE TRANSPORT I']",vehicles,"(nan, nan)",Auxiliary,Normal,,,,,False
4789,total private transport CO2 emissions by region,total_private_transport_co2_emissions_by_region,['REGIONS 35 I'],Mt/Year,"(nan, nan)",Auxiliary,Normal,,,,,False
4790,total production capacity of coal,total_production_capacity_of_coal,,EJ/Year,"(nan, nan)",Auxiliary,Normal,Total production capacity of Hard coal and brown coal together in EJ/year.,,,,False
4791,total public passenger vehicle fleet,total_public_passenger_vehicle_fleet,"['REGIONS 35 I', 'TRANSPORT POWER TRAIN I', 'PUBLIC TRANSPORT I']",vehicles,"(nan, nan)",Auxiliary,Normal,,,,,False
4792,total public vehicle fleet 9R,total_public_vehicle_fleet_9r,['REGIONS 9 I'],vehicles,"(nan, nan)",Auxiliary,Normal,,,,,False
4793,total radiative forcing,total_radiative_forcing,,w/(m*m),"(nan, nan)",Auxiliary,Normal,Total radiative forcing,,,,True
4794,total recycled materials RoE,total_recycled_materials_roe,['MATERIALS I'],Mt/Year,"(nan, nan)",Auxiliary,Normal,Total recycled materials rest of the economy.,,,,False
4795,total recycled materials for chargers and additional Cu and grids to chargers and catenary,total_recycled_materials_for_chargers_and_additional_cu_and_grids_to_chargers_and_catenary,"['REGIONS 35 I', 'MATERIALS I']",Mt/Year,"(nan, nan)",Auxiliary,Normal,"Recycled materials to install Ev chargers, grids, catenaries and the additional Cu of electrified vehicles.",,,,False
4796,total recycled materials for new EV batteries,total_recycled_materials_for_new_ev_batteries,"['REGIONS 35 I', 'MATERIALS I', 'EV BATTERIES I']",Mt/Year,"(nan, nan)",Auxiliary,Normal,Total recycled materials for EV batteries.,,,,False
4797,total recycled mineral,total_recycled_mineral,"['REGIONS 9 I', 'MATERIALS I']",Mt/Year,"(nan, nan)",Auxiliary,Normal,total recycled mineral,,,,False
4798,total sea area use PROTRA,total_sea_area_use_protra,['REGIONS 9 I'],km2,"(nan, nan)",Auxiliary,Normal,Total direct sea area use for PROTRA including wind offshore and oceanic technologies.,,,,False
4799,total share consumption private transport,total_share_consumption_private_transport,"['REGIONS 35 I', 'HOUSEHOLDS I']",1,"(nan, nan)",Auxiliary,Normal,,,,,False
4800,total sum passenger transport demand,total_sum_passenger_transport_demand,,km*person,"(nan, nan)",Auxiliary,Normal,,,,,False
4801,total use water by area 0 0,total_use_water_by_area_0_0,,,"(nan, nan)",Constant,Normal,,,,,False
4802,trade balance real by product,trade_balance_real_by_product,"['REGIONS 35 I', 'SECTORS I']",Mdollars 2015/Year,"(nan, nan)",Auxiliary,Normal,Trade balance in rela terms,,,,False
4803,traffic volume per capita,traffic_volume_per_capita,['REGIONS 35 I'],km,"(nan, nan)",Auxiliary,Normal,Number of kilometers traveled per inhabitant per year.,,,,False
4804,transport demand by household type,transport_demand_by_household_type,"['REGIONS 35 I', 'HOUSEHOLDS I']",km*person,"(nan, nan)",Auxiliary,Normal,Household transport demand,,,,False
4805,transport electrified vehicle batteries capacity,transport_electrified_vehicle_batteries_capacity,"['REGIONS 35 I', 'EV BATTERIES I', 'TRANSPORT POWER TRAIN I', 'BATTERY VEHICLES I']",TW*h/cycle,"(nan, nan)",Stateful,Integ,Electric capacity in the transport system by electrified vehicles by battery type,,,,False
